id,name,time,servings,calories,protein,carbs,fat,sugar,cholesterol,fiber,tags,ingredients,steps,image,source,credits
73,Beef Wellington,30,8,100,6,5,3,0,10,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2.5 pounds beef tenderloin"", ""4 tablespoons butter, softened, divided"", ""2 tablespoons butter"", ""1 onion, chopped"", ""0.5 cup sliced fresh mushrooms"", ""2 ounces liver pate"", ""salt and pepper to taste"", ""1 (17.5 ounce) package frozen puff pastry, thawed"", ""1 large egg yolk, beaten"", ""1 (10.5 ounce) can beef broth"", ""2 tablespoons red wine""]","[""Preheat the oven to 425 degrees F (220 degrees C)."", ""Place beef tenderloin in a baking dish. Spread 2 tablespoons softened butter over beef."", ""Bake in the preheated oven until browned, 10 to 15 minutes. Remove beef from the pan and reserve pan juices; allow beef to cool completely."", ""Increase oven temperature to 450 degrees F (230 degrees C)."", ""Melt 2 tablespoons butter in a skillet over medium heat. Saut\u00e9 onion and mushrooms in butter for 5 minutes. Remove from heat and let cool."", ""Mix pat\u00e9 and remaining 2 tablespoons softened butter together in a bowl; season with salt and pepper. Spread pat\u00e9 mixture over beef. Top with onion and mushroom mixture."", ""Roll out puff pastry dough to about 1/4-inch thickness and place beef in the center."", ""Fold up and seal all the edges, making sure the seams are not too thick. Place beef in a 9x13-inch baking dish, cut a few slits in the top of dough, and brush with egg yolk."", ""Bake in the preheated oven for 10 minutes. Reduce heat to 425 degrees F (220 degrees C) and continue baking until pastry is a rich, golden brown, 10 to 15 minutes. An instant-read thermometer inserted into the center should read between 122 to 130 degrees F (50 to 54 degrees C) for medium rare. Set aside to rest."", ""Meanwhile, place reserved pan juices in a small saucepan over high heat. Stir in beef broth and red wine; boil until slightly reduced, about 5 minutes. Strain and serve with beef.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/16899/beef-wellington/
74,Vegan Zucchini Bread,20,1,680,18,63,21,30,15,11,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""3 cups all-purpose flour"", ""3 tablespoons flax seeds"", ""2 teaspoons ground cinnamon"", ""1 teaspoon salt"", ""1 teaspoon baking soda"", ""0.5 teaspoon baking powder"", ""0.5 teaspoon arrowroot powder"", ""1 cup unsweetened applesauce"", ""1 cup white sugar"", ""1 cup packed brown sugar"", ""0.75 cup vegetable oil"", ""2 teaspoons vanilla extract"", ""2.5 cups shredded zucchini""]","[""Gather the ingredients. Preheat the oven to 325 degrees F (165 degrees C). Grease and flour two 9x5-inch loaf pans."", ""Whisk flour, flax seeds, cinnamon, salt, baking soda, baking powder, and arrowroot together in a bowl until evenly blended; set aside."", ""Whisk applesauce, white sugar, brown sugar, vegetable oil, and vanilla extract in a separate bowl until smooth. Fold in flour mixture and shredded zucchini until moistened."", ""Divide batter between the prepared loaf pans."", ""Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 70 minutes. Cool briefly in the pans before removing to cool completely on a wire rack.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/109683/kingmans-vegan-zucchini-bread/
75,Murgh Makhani Indian Butter Chicken,25,4,192,10,14,8,0,13,3,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.33333334326744 cup plain nonfat yogurt"", ""1 tablespoon tandoori masala powder"", ""1.5 pounds boneless, skinless chicken thighs, cut into 1-inch pieces"", ""0.5 onion, chopped"", ""1 (1 inch) piece fresh ginger"", ""2 tablespoons water"", ""1 clove garlic"", ""3 tablespoons cooking oil, divided"", ""2 teaspoons garam masala"", ""0.25 teaspoon Indian chili powder"", ""1 cup tomato sauce"", ""1 cup half and half"", ""2 tablespoons butter"", ""1 teaspoon dried fenugreek leaves"", ""1 teaspoon salt""]","[""Stir yogurt and tandoori masala powder in a large bowl until combined; add chicken and toss to coat. Marinate in the refrigerator for 1 hour. Drain and discard excess marinade."", ""Puree onion, ginger, water, and garlic in a blender until it forms a smooth paste; set aside."", ""Heat 1 tablespoon oil in a large skillet over medium heat. Add chicken and cook until lightly brown, about 5 minutes. Remove from the skillet and set aside."", ""Heat remaining 2 tablespoons oil in the same skillet. Fry onion paste until moisture is mostly evaporated, about 3 minutes. Sprinkle garam masala and chili powder over mixture; cook for 1 minute more. Add tomato sauce, reduce heat to medium-low, and cook another 5 minutes."", ""Return chicken to the skillet. Add half-and-half and bring to a boil. Add butter, fenugreek leaves, and salt; reduce heat to low and simmer, uncovered, until chicken is no longer pink in the middle, 15 to 20 minutes.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/
76,Mexican Shrimp Cocktail Coctel De Camarones Est...,45,4,133,6,17,3,0,0,3,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.33333334326744 cup Spanish onion, chopped"", ""0.25 cup freshly squeezed lime juice"", ""1 pound chilled cooked medium shrimp - peeled, deveined, and tails removed"", ""2 roma (plum) tomatoes, chopped"", ""1 cucumber, finely chopped"", ""1 stalk celery, finely chopped"", ""1 jalapeno pepper, seeded and finely chopped"", ""2 teaspoons salt"", ""2 teaspoons ground black pepper"", ""1.5 cups chilled tomato and clam juice cocktail (such as Clamato\u00ae)"", ""1 cup chilled ketchup (such as Heinz\u00ae)"", ""1 bunch fresh cilantro - stems discarded and leaves chopped"", ""2 tablespoons hot pepper sauce (such as Valentina\u00ae)"", ""2 avocados - peeled, pitted, and chopped""]","[""Gather all ingredients."", ""Mix onion with lime juice in a small bowl and allow to stand for 10 minutes."", ""Meanwhile, toss shrimp, roma tomatoes, cucumber, celery, jalapeno, salt, and black pepper in a medium bowl until thoroughly combined."", ""Whisk tomato and clam juice cocktail, ketchup, cilantro, and hot pepper sauce in a separate bowl; stir dressing into shrimp mixture."", ""Gently fold in avocados. Stir in onion mixture. Cover and chill thoroughly, at least 1 hour.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/228393/authentic-mexican-shrimp-cocktail-coctel-de-camarones-estilo-mexicano/
77,Sweet Spicy Pork Napa Cabbage Stir-fry Spicy No...,30,6,150,7,12,6,0,9,3,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""12 ounces dry Chinese noodles"", ""3 tablespoons soy sauce"", ""0.75 cup sweet chili sauce"", ""0.5 teaspoon garlic powder"", ""0.25 teaspoon ground ginger"", ""3 tablespoons sesame oil"", ""0.5 cup soy sauce"", ""0.5 teaspoon garlic powder"", ""1 (1 pound) pork loin, cut into 2-inch strips"", ""2 tablespoons cooking oil"", ""2 onions, cut into bite-size pieces"", ""0.125 teaspoon crushed red pepper flakes"", ""3 tablespoons sweet chili sauce"", ""3 cups chopped napa cabbage"", ""0.75 cup sliced celery""]","[""Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Stir in noodles and return to a boil. Cook pasta uncovered, stirring occasionally, until cooked through but still firm to the bite, about 5 minutes. Drain well in a colander set in the sink."", ""Whisk together 3 tablespoons soy sauce, 3/4 cup sweet chili sauce, 1/2 teaspoon garlic powder, ground ginger, and sesame oil in a large bowl; add drained noodles and toss to coat; set aside."", ""Whisk together 1/2 cup soy sauce and 1/2 teaspoon garlic powder in a large bowl; add pork and stir to coat. Allow to marinate 5 minutes."", ""Heat cooking oil in a wok or a large, deep skillet over medium-high heat. Add pork, onions, and red pepper flakes; cook until pork is browned completely. Stir in 3 tablespoons sweet chili sauce, napa cabbage, celery, carrots, and bell peppers; cook and stir until vegetables are heated through, about 5 minutes."", ""Whisk together cornstarch and water in a bowl; add to stir-fry, stirring until mixture thickens. Serve stir-fry over noodles.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/187448/sweet-and-spicy-pork-and-napa-cabbage-stir-fry-with-spicy-noodles/
78,Mexican Chicken Tinga,5,8,100,5,5,3,0,6,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 tablespoons olive oil"", ""1 large onion, diced"", ""1 (15 ounce) can stewed tomatoes"", ""1 (7 ounce) can chipotle peppers in adobo sauce, or to taste"", ""2 pounds shredded cooked chicken meat"", ""16 tostada shells"", ""0.5 cup sour cream""]","[""Heat oil in a saucepan over medium heat. Add onions; cook and stir until softened and translucent, about 5 minutes."", ""Meanwhile, blend tomatoes and chipotle peppers in adobo sauce in a blender."", ""Pour pureed mixture over onions in the saucepan; add chicken and stir to combine. Cover and simmer until hot and heated through, about 20 minutes."", ""Mound shredded chicken mixture onto tostada shells and garnish with sour cream.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/127628/mexican-tinga/
79,Pesto Pasta,5,8,100,5,5,3,0,3,1,"[""vegetarian"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 (16 ounce) package pasta"", ""2 tablespoons olive oil"", ""0.5 cup chopped onion"", ""2.5 tablespoons pesto"", ""salt to taste"", ""ground black pepper to taste"", ""2 tablespoons grated Parmesan cheese""]","[""Gather all ingredients."", ""Fill a large pot with lightly salted water and bring to a rolling boil. Stir in pasta and return to a boil. Cook pasta uncovered, stirring occasionally, until tender yet firm to the bite, about 8 to 10 minutes. Drain and transfer into a large bowl."", ""Meanwhile, heat oil in a frying pan over medium-low heat. Add onion; cook and stir until softened, about 3 minutes."", ""Stir in pesto, salt, and pepper until warmed through."", ""Add pesto mixture to hot pasta; stir in grated cheese and toss well to coat.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/11887/pesto-pasta/
80,School Lunch Bagel Sandwich,10,1,400,8,20,28,0,30,4,"[""vegetarian"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 tablespoon herb and garlic flavored cream cheese"", ""1 multigrain bagel, split and toasted"", ""2 thin slices Cheddar cheese"", ""2 slices dill pickle"", ""0.25 cup shredded carrot"", ""1 leaf lettuce""]","[""Spread cream cheese on toasted bagel. Layer Cheddar cheese, pickle slices, carrot, and lettuce onto one half of bagel; top with remaining bagel half."", ""Slice sandwich in half and wrap with plastic wrap or aluminum foil. Place sandwich in a lunch bag with an ice pack.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/153642/school-lunch-bagel-sandwich/
81,Cuban Midnight Medianoche Sandwich,15,1,580,28,38,28,0,55,6,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""4 sweet bread rolls"", ""0.5 cup mayonnaise"", ""0.25 cup prepared mustard"", ""1 pound thinly sliced cooked ham"", ""1 pound thinly sliced fully cooked pork"", ""1 pound sliced Swiss cheese"", ""1 cup dill pickle slices"", ""2 tablespoons butter, melted""]","[""Split the sandwich rolls in half, and spread mustard and mayonnaise liberally onto the cut sides."", ""On each sandwich, place and equal amount of Swiss cheese, ham and pork in exactly that order. Place a few pickles onto each one, and put the top of the roll onto the sandwich. Brush the tops with melted butter."", ""Press each sandwich in a sandwich press heated to medium-high heat. If a sandwich press is not available, use a large skillet over medium-high heat, and press the sandwiches down using a sturdy plate or skillet. Some indoor grills may be good for this also. Cook for 5 to 8 minutes, keeping sandwiches pressed. If using a skillet, you may want to flip them once for even browning."", ""Slice diagonally and serve hot.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/43945/classic-cuban-midnight-medianoche-sandwich/
82,Indian Style Basmati Rice,35,6,100,5,8,3,0,2,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1.5 cups basmati rice"", ""2 tablespoons vegetable oil"", ""1 (2 inch) piece cinnamon stick"", ""2 pods green cardamom"", ""2 whole cloves"", ""1 tablespoon cumin seed"", ""1 small onion, thinly sliced"", ""2.5 cups water"", ""1 teaspoon salt, or to taste""]","[""Gather all ingredients."", ""Place rice into a bowl with enough water to cover. Set aside to soak for 20 minutes."", ""In the last 10 minutes of soaking, heat oil in a large pot or saucepan over medium heat. Add cinnamon stick, cardamom pods, and cloves, then stir in cumin seed."", ""Cook and stir until fragrant and toasted, about a minute. Add sliced onion and stir."", ""Saut\u00e9 until the onion is tender and a rich golden brown color, about 10 minutes."", ""Drain water from rice, and stir into the pot. Cook and stir rice until lightly toasted, about 3 minutes."", ""Add water and salt, and bring to a boil. Cover and reduce heat to low. Simmer until all the water has been absorbed, about 15 minutes."", ""Let stand for 5 minutes, then fluff with a fork before serving.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/72349/indian-style-basmati-rice/
83,Strawberry Angel Food Dessert,15,18,100,5,5,2,0,0,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 (10 inch) angel food cake"", ""2 (8 ounce) packages cream cheese, softened"", ""1 cup white sugar"", ""1 (8 ounce) container frozen whipped topping, thawed"", ""1 quart fresh strawberries, sliced"", ""1 (18 ounce) jar strawberry glaze""]","[""Gather all ingredients."", ""Crumble or cut cake into bite-sized pieces. Arrange in a 9x13-inch dish."", ""Beat cream cheese and sugar in a medium bowl until light and fluffy. Fold in whipped topping."", ""Press cake down to form a layer. Spread cream cheese mixture over cake layer."", ""Combine strawberries and glaze in a bowl until strawberries are evenly coated."", ""Spread over cream cheese layer."", ""Chill until serving.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/22137/strawberry-angel-food-dessert/
84,Old-fashioned Creamy Rice Pudding,5,4,115,5,10,4,3,3,1,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1.5 cups cooked rice"", ""2 cups milk, divided"", ""0.25 teaspoon salt"", ""0.66666668653488 cup golden raisins"", ""1 egg, beaten"", ""0.33333334326744 cup white sugar"", ""1 tablespoon butter"", ""0.5 teaspoon vanilla extract""]","[""Gather all ingredients."", ""Place cooked rice in a medium saucepan. Add 1 1/2 cups milk and salt; cook and stir until thick and creamy, 15 to 20 minutes."", ""Add remaining 1/2 cup milk, golden raisins, beaten egg, and white sugar; continue cooking, stirring continuously, until well blended, 2 to 3 minutes more."", ""Remove saucepan from heat; stir in butter and vanilla extract."", ""Serve and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/228914/old-fashioned-creamy-rice-pudding/
85,Gluten-free Yellow Cake,30,24,100,5,5,2,0,0,1,"[""vegan"", ""gluten-free"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1.5 cups white rice flour"", ""0.75 cup tapioca flour"", ""1 teaspoon salt"", ""1 teaspoon baking soda"", ""3 teaspoons baking powder"", ""1 teaspoon xanthan gum"", ""4 eggs"", ""1.25 cups white sugar"", ""0.66666668653488 cup mayonnaise"", ""1 cup milk"", ""2 teaspoons gluten-free vanilla extract""]","[""Preheat oven to 350 degrees F (175 degrees C). Grease and rice flour two 8 or 9 inch round cake pans."", ""Mix the white rice flour, tapioca flour, salt, baking soda, baking powder and xanthan gum together and set aside."", ""Mix the eggs, sugar, and mayonnaise until fluffy. Add the flour mixture, milk and vanilla and mix well. Spread batter into the prepared pans."", ""Bake at 350 degrees F (175 degrees C) for 25 minutes. Cakes are done when they spring back when lightly touched or when a toothpick inserted near the center comes out clean. Let cool completely then frost, if desired.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/8139/gluten-free-yellow-cake/
86,Stuffed French Toast,15,4,120,5,9,7,0,7,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""8 slices oatnut bread"", ""0.5 (8 ounce) package cream cheese, softened"", ""0.5 cup seedless raspberry jam"", ""5 eggs, beaten"", ""0.25 cup milk"", ""1.5 teaspoons almond extract"", ""1 tablespoon butter""]","[""Gather all ingredients."", ""Spread softened cream cheese on four slices of bread. Spread raspberry jam on the remaining 4 slices of bread."", ""Press the cream cheese and jam slices together forming sandwiches."", ""Beat eggs, milk, and almond extract together in a medium, shallow bowl."", ""Melt butter in a large, heavy skillet over medium-high heat. Dip sandwiches in egg mixture to coat evenly."", ""Place sandwiches in the skillet, and cook on both sides until golden brown, about 2 to 4 minutes per side.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/33092/stuffed-french-toast-ii/
